text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
cuối tuần cũng phải OT không lương,2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,26bb82
"công_ty đóng bảo_hiểm cực cao , gần 5 tr lận các bác . chán thực_sự .",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,21dc74
"' [ COMPANY_] còn trá hình_nha mọi người , từ cách vận_hành đến bóc_lột thì không khác_gì , tôi đã sai khi vào đây . '",0,0,0,0,0,2,0,2,0,0,0,2,BnK Solution,9ce15a
"cuối tuần phải OT_sml , [_COMPANY ]_is da best",0,0,0,0,0,2,0,0,0,0,0,1,BnK Solution,bc991c
"pm nổ với client về timeline để kiếm_chác nhưng dí anh_em dev đến từ giờ . hỏi thử công_bằng ở đâu , bởi_vậy mấy công_ty outsourcing ở vn chả khác gì chiến_trường với dev , mình làm cật_lực để pm có ô_tô . nghĩ mà buồn .",0,0,2,2,0,2,0,2,0,0,0,0,BnK Solution,81b0a4
"chủ_nhật nhưng vẫn phải OT không lương , giờ nghỉ thì bay nguyên tháng 13 với thưởng tết , các bác cho em xin ý_kiến với ạ .",2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,4f6b3a
sếp tuy hơi khó_tính nhưng rất keo_kiệt,0,0,2,0,0,0,0,0,0,0,0,0,BnK Solution,9fa111
"môi_trường trẻ , năng_động , các sếp thoải_mái .",0,0,1,1,0,0,0,0,0,0,0,0,BnK Solution,730233
công_ty nhiều trai xinh_gái đẹp .,0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,6f826a
"công_ty nhiều gái vãi , ai fa thì vào đây",0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,09cfa3
thích nhất cái không bao_giờ chậm lương . lương thưởng okay,1,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,55154
"công_ty ép lương kinh_khủng , mình vào cả 2 năm rồi mà lương cứ tăng nhỏ_giọt ? chắc mình tệ",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,07b555
"định qua mà kẹt dự_án , offer bên này xịn . chưa vào nên không biết môi_trường sao nhưng bé rec xinh , nhiệt_tình . hơi tiếc nhưng thôi , hẹn dịp sau",1,0,0,0,0,0,0,0,1,0,0,0,BnK Solution,86a950
"mới vào đây là được hơn tháng , đọc review của mấy bác sợ thiệt . hiện_tại thì vẫn thấy bên này thoải_mái , vui_phết . sau_này có gì sẽ feedback thêm",0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,4a3bc8
"công_ty tốt nhất trước giờ mình làm , môi_trường tốt , leader xịn , lương_thưởng đều ok .",3,0,1,1,0,0,0,0,0,0,0,1,BnK Solution,04058c
"khuyên anh_em đừng vào công_ty , công_nghệ thì chán , toàn người không có kinh_nghiệm nào , chỉ tuyển 1 , 2 ông cứng_gánh cả team , nghỉ thì giữ bảo_hiểm hơn 2 tháng đòi mãi mới được trả công_ty lìn",2,0,0,2,0,2,0,2,0,2,0,0,BnK Solution,fc75d5
"sếp như quần_què , dự_án cũ , không có công_nghệ mới",0,0,2,0,0,0,0,0,0,2,0,0,BnK Solution,c2e8e1
có phỏng_vấn bên này rồi . làm mobile,0,0,0,0,0,0,0,0,3,3,0,0,BnK Solution,44caf3
"treo đầu dê bán thịt chó , né gấp đi",0,0,0,0,0,0,0,0,0,0,0,2,BnK Solution,9b1e77
"dự_án phèn , ông nào vào làm task ông đấy , không có lead ngon nên mấy ông ngang trình kiểu bố_mày là nhất , làm_việc không có 1 cái rules nào , out gấp",0,0,2,2,0,0,0,2,0,2,0,0,BnK Solution,c89ce8
"làm được 2 năm rồi , thấy tốt , môi_trường hòa đồng , vui_vẻ",0,0,0,1,0,0,0,0,0,0,0,1,BnK Solution,266f1c
"cơ_sở vật_chất tốt , leader có tâm , boss thân_thiện gt ổn nha",0,0,1,0,1,0,0,0,0,0,0,3,BnK Solution,e80671
"lương đúng hẹn , sếp tâm_lý , có 3 vp ở 3 miền thì phải . mình làm hà_nội , thấy hay tổ_chức cho nhân_viên đi chơi . game nữa , mình thấy ok mà nhỉ",1,0,1,1,3,0,0,0,0,0,0,0,BnK Solution,1fa8e9
"lương thấp , OT_cực . đừng vào làm gì",2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,9ff5e4
"công_ty đòi_hỏi nhiều trong khi lương thì không muốn nhân_viên đòi_hỏi nhiều , tác_phong làm_việc thiếu chuyên_nghiệp , anh_em suy_nghĩ kỹ trước khi apply vào đây",2,0,0,2,0,2,0,0,0,0,0,0,BnK Solution,769565
"quá là thất_vọng luôn , làm thì chăm_chỉ nhiệt_tình công_việc rồi nghỉ_ngơi thì bị soi hết hợp_đồng không kí tiếp không báo trước . lúc làm thì bảo làm đi cuối năm thưởng các kiểu con đà_điểu xong cuối năm phán câu doanh_thu không có , môi_trường it mà làm_việc áp_lực kinh_khủng luôn dị đó , toàn là ai nịnh giỏi thì đến lúc được tăng lương với cũng là hứa tăng lương như này như kia nhưng cũng hong thấy luôn hứa cũng chỉ là hứa thôi mà . à quên đồng_nghiệp còn chơi_dơ nữa_cơ môi_trường toxic khỏi bàn_nha .",2,0,2,2,0,2,0,0,0,0,2,0,BnK Solution,18027e
"[ PERSON_] nói_chuyện với ứng_viên rất là láo_nháo , được_cái hình_như bợ đít ông ceo rất tốt nên được đẩy lên chức cao .",0,0,2,0,0,0,0,0,2,0,0,0,BnK Solution,849387
"lương chục củ nhưng chục củ khoai , khách trả 100 thì công_ty ăn 50 , đám leader , pm , bul ăn 20 30 , thuế vặt 10 , tới tay mình chỉ dc 10 thôi . đây chỉ là ví_dụ mang tính tương_đối , nhưng bu nào cũng có lợi_ích nhóm cả . tùy bu mà ăn dày ăn ít thôi .",2,0,2,2,0,0,0,0,0,0,0,0,BnK Solution,cfafec
"tuần trước có join interview ở đây , tuần này nhận được email reject hơi buồn_xíu vì mình follow công_ty này khá lâu rồi , do mình biết công_ty làm remote 100 nên tiện cho mấy đứa muốn về quê làm như mình . không pass nhưng cực_kì ấn_tượng với cách làm_việc bên đây từ khâu email , jd , rõ_ràng hơn rất nhiều so với các công_ty trước_đây mình từng apply . các bạn hr lịch_sự , take care cũng kỹ , trước interview còn được nhắn_tin dặn_dò tiếc là rớt cmnr",0,0,0,0,0,1,0,0,1,0,0,0,BoostCommerce,7a3164
"' có_vẻ thiếu tôn_trọng ứng_cử_viên . tôi đã phỏng_vấn và nhận được email đơn_giản thế_này hi_[ PERSON_] , thank you for the interview . unfortunately , you have not qualified our hiring requirement . we wish you all the best ! '",0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,50e355
"mình làm bài test thấy ok , nhưng chả biết sao fail . chắc thấy mình deal lương hơi cao , mấy bạn nào muốn vào thì deal lương thấp may_ra",2,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,ece2ca
"có nhiều thứ để học_hỏi aws , shopify , system . team dễ gần làm remote team meeting ăn_nhậu mỗi tháng sếp trẻ xuất_phát_điểm cũng là dev",0,1,1,1,0,3,0,0,0,3,0,0,BoostCommerce,f8da86
"cá_nhân mình thấy môi_trường thân_thiện , sếp dễ_thương , vui_vẻ gần_gũi , tạo điều_kiện cho nhân_viên phát_triển . được cái hay cho đi du_lịch , năm hình_như được 3 4 lần gì đó . làm ở đâu cũng có những áp_lực riêng của nó , tạm_thời mình thấy ổn và vẫn đang enjoy",1,0,1,1,0,3,1,0,0,0,0,0,BoostCommerce,0b3741
thiếu tôn_trọng người phỏng_vấn vãi .,0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,cb483b
"công_ty làm_việc theo hình_thức remote , rất linh_hoạt đối_với những bạn thích dịch_chuyển liên_tục như mình . benefit tốt và được hỗ_trợ tận răng từ máy_móc , thiết_bị , chỗ ngồi . nên rất là hài_lòng",1,0,0,0,1,1,0,0,0,0,0,0,BoostCommerce,8cd8b9
"xem review các bác đi phỏng_vấn thử . đúng như các bác bảo . hr khinh_thường người lắm . không có tí_tẹo kiến_thức về dev . troll miết . cứ cố đẩy dev cho fail cho rớt . cố_tình hỏi mấy câu móc họng ai mà nóng dễ tức_điên . thứ 2 nữa là công_ty mình dùng tiếng anh , tiếng em , không biết có dám tự_tin dùng trong giao_tiếp không . . lương thì bèo_nhèo . đòi_hỏi thì cao . gt chốt né gấp .",2,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,ccad88
"review cho bạn nào đang lăn_tăn về công_ty , môi_trường hoặc chưa làm hình_thức remote bao_giờ công_ty [_COMPANY ] làm hình_thức remote nhưng chế_độ , chính_sách , phúc_lợi , có ký hợp_đồng đầy_đủ . có quy_trình làm_việc rõ_ràng và đã hoạt_động remote được 4 năm nên làm_việc rất hiệu_quả . môi_trường năng_động trẻ_trung hầu_hết 9 x , sếp nhân_văn . khuyến_khích apply phỏng_vấn hoặc liên_hệ bất_cứ nhân_viên nào trong công_ty để tham_khảo thêm nhé",1,0,1,1,0,0,0,1,0,0,1,0,BoostCommerce,383602
"có_vẻ công_ty không tôn_trọng ứng_viên , email đơn_sơ , hẹn rồi không thấy ai join , work remotely mà quản_lý thời_gian không được thì phát_triển thế_nào .",0,0,0,0,0,0,0,2,2,0,0,0,BoostCommerce,c0c92b
"công_ty có_vẻ coi người ứng_viên , và tìm cách bắt người rất kĩ , thích chứng_tỏ khả_năng nên không có thiện_cảm lắm với con_người ở công_ty này . công_ty thành_lập đã lâu , nhưng product , tech bên trong chẳng có gì , toàn dùng tech cũ . làm_việc chậm_chạp và lề_mề , thua xa những công_ty khác . gt lời khuyên là không nên vào , tốn thời_gian vô_bổ .",0,0,0,0,0,0,0,2,2,2,0,2,BoostCommerce,a570f0
"đội hr của công_ty thiếu tôn_trọng uv và quy_trình phỏng_vấn chán thật_sự . đến giờ phỏng_vấn phải nhắn xin link meeting , kết_quả phỏng_vấn cũng phải nhắn_hỏi mới nhận được mail . ncl tệ",0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,d5bf59
"công_ty làm remote , bạn nào thích du_lịch hay nay_đây_mai_đó là rất phù_hợp luôn . sếp và đồng_nghiệp rất tốt , hỗ_trợ nhiệt_tình , trao_đổi công_việc nhanh_lẹ nên làm remote vẫn hiệu_quả . mình làm ở đây được 10 tháng và rất hài_lòng với môi_trường làm_việc ở đây",0,0,1,1,0,1,0,1,0,0,0,0,BoostCommerce,7d31ab
"vào rồi mới biết công_ty đầy_rẫy drama , nội_bộ lủng_củng , người ra đi cứ gọi_là nhiều hơn người vào . em xin né .",0,0,0,2,0,0,0,0,0,0,2,0,BoostCommerce,674b14
"' làm ở [ COMPANY_] cũng được hơn 1 năm , học_hỏi được cũng nhiều thứ , thứ duy_nhất không ngửi nổi là ông ceo củ loz '",0,1,2,0,0,0,0,0,0,0,0,0,Bravebits,3cf804
"em nghỉ từ 2013 cơ . môi_trường nhân_viên rất thân_thiết với nhau , nghỉ ở đây chỉ tiếc mỗi đồng_nghiệp . cách làm_việc của [_COMPANY ]_chuẩn là chỉ ổn với các bạn mới ra trường , cần học_hỏi để có thêm kinh_nghiệm , cọ_xát thôi ạ . còn ai muốn gắn_bó lâu_dài nên suy_nghĩ . ban_đầu e_thích lắm nhưng sau 1 time thấy sếp thực_sự làm màu và giả_dối lắm . hy_vọng cto sẽ đọc những review của các anh_em rồi thay_đổi công_ty theo hướng tốt hơn . chứ nếu chỉ coi nhân_viên là người làm thôi_thì sẽ có còn rất nhiều review như này trong tương_lai",0,0,2,1,0,0,3,0,0,0,0,0,Bravebits,21a5c9
"hội ex review rôm_rả quá . em làm hơn 1 năm ở đây thấy mọi thứ cũng bình_thường , nhưng có vụ em nghỉ vì bị ép cũng hơi_thốn ạ . hix . đợt đó cũng thấy khá nhục_nhục . rất yêu_quý các anh_chị đồng_nghiệp vì mọi ng đa_số đều rất giỏi và năng_động . [ COMPANY_] dc cái hút được nhiều ng_tài , giỏi ăn_cắp chất_xám . ceo khá đồng_bóng , nóng_tính , thích quát to , thích nịnh_nọt , thích liếc , quý đứa nào thì thiên_vị rõ , ghét ai thì lão lườm cho suốt ngày , lại còn hơi dê_khụ , kaka , giờ không biết thế_nào . ở đây ghét nhất vụ không có không_gian riêng . trước em làm thì mỗi thằng 1 bàn , 2 cái màn_hình tổ chảng nên ceo soi được hết ạ . . ng ta làm_việc cũng cần không_gian riêng chút chứ . cứ đòi_quản thế thì bí_bách phát_sợ . cũng may em bị ép nghỉ để đến với chân_trời khác sớm hơn ạ",0,0,2,1,2,0,0,0,0,0,2,3,Bravebits,62e17e
"sếp mặc_định nhân_viên phải làm 24 7 nên giao việc vô_tội_vạ , hầu_như ai cũng bị bóc_lột công_sức như 1 điều hiển_nhiên . 6 h chiều là hết giờ làm nhưng hễ có ai về đúng giờ thì sếp coi là không tâm_huyết , không nhiệt_tình nên hầu_như ai cũng đều ở lại làm thêm 1 2 h cho vừa lòng sếp .",0,0,2,0,0,2,0,0,0,0,0,0,Bravebits,53c190
"em mới phỏng_vấn xong thì lên đây đọc review . thề là em phỏng_vấn xong thấy bị uất_ức . em cũng đi phỏng_vấn nhiều rồi , chưa có ai phỏng_vấn em xong mà nói là em là người hướng nội nên không hợp với công_ty như_thế cả . lên đây đọc review cảm_thấy thật may_mắn vì không được nhận . trước đó em còn ao_ước được vào đây , bye anh đời e chưa bao_giờ gặp ai hãm như_vậy .",0,0,0,0,0,0,0,0,2,0,0,0,Bravebits,37c685
công_ty này ai cũng tốt_trừ [ PERSON ] nhé .,0,0,0,3,0,0,0,0,0,0,0,0,Bravebits,47f179
đi phỏng_vấn mà công_ty hứa gửi lại mail trả_lời kể_cả không đỗ . vậy_mà cả tuần vẫn chẳng thấy đâu . chờ dài cả cổ,0,0,0,0,0,0,0,0,2,0,0,0,Bravebits,378cdd
"công_ty sida lắm mọi người ơi , đi phỏng_vấn xong xuôi_cbi đi làm thì cần tìm_hiểu về quyền_lợi ở công_ty trc khi đi làm thì nhận được 1 câu xanh rờn các bạn còn trẻ phải quan_tâm tới lộ_trình phát_triển học_tập , không nên chỉ nhìn vào quyền_lợi ủa_thế những người đi làm thì họ không cần ăn_không cần sống à , đi làm chạy bộ_hít không_khí để sống à . đ có chính_sách quyền_lợi thì nói mẹ luôn đi còn ở đó bày đặt lộ ms chả_trình . gì thì gì đi làm cũng phải đặt cả lợi_ích cá_nhân đi cùng_với lợi_ích công_ty mới cùng nhau phát_triển được chứ cái loại công_ty lươn_lẹo , lấp_liếm quyền_lợi của nhân_viên thế thì ăn_phốt là đúng rồi !",2,0,0,0,0,0,0,2,2,0,0,0,Bravebits,d0e7e3
"công_ty làm màu , chiêu_trò , tẩy não",0,0,0,2,0,0,0,0,0,0,0,0,Bravebits,159498
trước khi apply t đã hỏi hr rất nhiều về việc không có kn có ổn không blabla . hr bảo không sao cả rồi động_viên t apply đủ thứ xong rồi khi đến phỏng_vấn thì người phỏng_vấn t đòi chuyên_môn cao và còn chê_cv của t dễ làm người khác hiểu nhầm ? còn nói mất thời_gian và công_sức ạ làm ơn hãy hr hãy có tâm và người phỏng_vấn trước khi gửi mail cho t nên đọc cv của ứng_viên đi,0,0,0,0,0,0,0,0,2,0,0,0,Bravebits,29a7b9
"bác nào chê thì chứng_tỏ chưa đi làm nhiều nơi . công_ty rất rõ_ràng sòng_phẳng tiền_nong , thủ_tục hành_chính đầy_đủ đúng quy_trình . vào làm không bao_giờ lo công_ty ăn bớt đồng nào , công_ty còn cho thêm nhân_viên ấy chứ . thử tìm xem trên thị_trường bây_giờ được bao_nhiêu công_ty như_vậy . chủ_yếu nhân_viên nghỉ vì không hợp_văn_hóa làm_việc , cũng đúng thôi vì với từng ấy phúc_lợi công_ty đem lại thì đương_nhiên yêu_cầu cho nhân_viên cũng phải cao",1,0,0,3,0,0,0,1,0,0,0,0,Bravebits,c2cf34
"công_ty ok ngoại_trừ việc một_số leader bị ảo_tưởng về năng_lực và trình_độ bản_thân , cả ngày không làm_gì chỉ tự bôi việc vẽ_vời bộ_máy team . trước công_ty có làm cái khảo_sát đánh_giá leader nhưng một team có vài mạng , gửi đánh_giá thì biết liền nên đành ém bực_dọc lại",0,0,2,0,0,0,0,2,0,0,0,1,Bravebits,ade28b
"phỏng_vấn vòng 1 với hr , vòng 2 với lead nhưng lại còn vòng 3 văn_hóa với sếp ? đến vòng 3 này thì tạch tức_là tech đã oke rồi mà chỉ vì cái vòng văn_hóa này mà tạch ? vào toàn hỏi những câu rất hỏi chấm ? kiểu bố_mẹ làm nghề gì ? kể về tuổi_thơ , quá_trình đi học lần đầu được trải_nghiệm phỏng_vấn kiểu này .",0,0,0,0,0,0,0,0,2,0,0,0,Bravebits,529916
[ COMPANY_] là công_ty khiến mình hiểu rõ câu đi làm đồng_nghiệp có_thể hãm chứ sếp thì nhất_định không được hãm .,0,0,2,2,0,0,0,0,0,0,0,0,Bravebits,dcad97
"mỗi lần công_ty thay_đổi định_hướng là ra đi chục người , nên ít nhân_viên có thâm_niên lâu năm mà giỏi , chỉ giữ các bạn lương thấp làm được_việc là được , sếp nói_thẳng từ đầu_vào là công_ty không giữ người tài",2,0,2,0,0,0,2,0,0,0,2,0,Bravestars Games,c108f1
"công_ty chạy review 5 sao trên các trang_review công_ty là đủ hiểu bên trong như nào rồi , khuyên các bạn nên xem_xét kĩ trước khi vào không lại tốn thời_gian mà_còn mệt đầu",0,0,0,2,0,0,0,0,0,0,0,0,Bravestars Games,39195e
"tạm được , nhưng để cống_hiến lâu_dài thì không_thể vì ở đây không học_hỏi được gì nhiều . nói_chung vào làm tầm 1 năm thì ok , anh_em nên cân_nhắc kĩ . 3 sao",0,2,0,0,0,0,2,0,0,0,0,3,Bravestars Games,dcaf2e
"làm ở đây hay được nhậu_nhẹt ăn_uống mà free hết nhé , nhiều hoạt_động vui_chơi giải_trí lắm , ông nào chỉ thích cắm mặt vào làm và nhậu không quan_tâm chuyện khác thì công_ty hơi bị ok đấy",1,0,0,1,0,0,0,0,0,0,0,0,Bravestars Games,799000
"công_ty có những điểm mạnh về cơ_sở_vật_chất và chế_độ đãi_ngộ . tuy_nhiên , trải_nghiệm cá_nhân của tôi cho thấy quy_trình làm_việc còn thiếu minh_bạch , đặc_biệt trong khâu quản_lý trực_tiếp . không_khí nội_bộ có xu_hướng căng_thẳng , đôi_khi ảnh_hưởng đến hiệu_quả làm_việc và tinh_thần nhân_viên .",1,0,2,2,1,0,0,2,0,0,0,0,Bravestars Games,b1cf2a
"húp được đợt trend hyper casual nên giàu xổi , mấy năm trước gáy to phải đa_dạng sản_phẩm , phải làm công_ty game_top 500 thế_giới xong kiếm dc tí tiền vứt hết mấy line game khác chỉ muốn làm game hyper casual bẩn kiếm tiền . may_mắn ăn được thưởng của 1 2 dự_án thì năm sau đẩy kpi lên để khó ăn hơn . không giữ được người giỏi , ai hót hay thì sống lâu , đấu đá nội_bộ khá nhiều , các sếp nói_xấu nhau còn nhân_viên thì đi nói_xấu sếp . nói thật làm marketing vào thì cũng ngon , team marketing_bổng lộc nhiều , làm sản_phẩm thì_thôi tìm_hiểu cho kĩ rồi hẵng .",3,0,2,2,0,0,0,0,0,2,0,0,Bravestars Games,275462
"ngoài những giờ làm_việc căng_thẳng , công_ty còn cho anh_em cá_độ euro , vừa giải_trí , vừa kiếm thêm chút , cảm_ơn công_ty đã cho tôi thỏa_chí niềm đam_mê mãnh_liệt của mình .",0,0,0,2,0,2,0,0,0,0,0,0,Bravo,e11467
"khuyên thật các em sinh_viên thực_tập đừng nhìn lương khởi_điểm mà phấn_khích . hình_như hiện_tại khởi_điểm 10 tr thì cố_gắng hết_sức , hai năm sau các em sẽ lên được 12 tr . tin anh đi , đã phải trải qua đau_thương rồi",2,0,0,0,0,0,0,0,0,0,0,0,Bravo,cb212f
"sếp tâm_lý , anh_em trong công_ty sống và làm_việc tình_cảm , giúp_đỡ lẫn nhau . luôn có chế_độ phúc_lợi rõ_ràng cho cán_bộ nhân_viên phải OT",1,0,1,1,0,0,0,0,0,0,0,0,Bravo,218b2a
mình đi phỏng_vấn xong thì đợi 2 tháng rồi không thấy kq của công_ty đâu . thiết_nghĩ dù pass hay không pass cũng_nên mail hồi_âm .,0,0,0,0,0,0,0,0,2,0,0,0,Bravo,af67db
bạn m ở đây lương cao lắm .,1,0,0,0,0,0,0,0,0,0,0,0,Bravo,68a512
phỏng_vấn vị_trí đã có kinh_nghiệm nhưng hỏi dễ và test dễ vl . cho bài test bắt_code thì mình code xong 2 bài trong vòng 15 phút . hẹn rõ ngày trả_lời kết_quả qua mail nhưng quá hạn lâu không trả_lời . quy_trình không chuyên_nghiệp,0,0,0,0,0,0,0,0,2,0,0,0,Bravo,872405
"hôm đi phỏng_vấn gặp đường tắc_sml , nên đến muộn phỏng_vấn 5 p , đến_nơi con lễ_tân mặt vênh lên bảo sếp em bảo không thích làm_việc với người không đúng bảo_hiểm , mời anh về cho . ôi đkm công_ty đ biết làm_ăn có ra gì không , văn_phòng thì bé bằng cái mắt muỗi , bày_đặt làm_trò , chưa nghe ứng_viên trình_bày hoàn_cảnh đã nhảy vào mồm người ta . không vote được 0 sao không thì cũng cho . hãm !",0,0,2,0,2,0,0,0,2,0,0,0,Bravo,ec1cc6
một công_ty có giáo_trình đào_tạo thực_tập cực_kỳ ok . chỉ đào_tạo về sql nhưng có_thể đưa bạn từ kém lên tới pro luôn . thực_tập nhưng về làm đề_án tốt_nghiệp thấy chỉ là muỗi . nhưng phải công_nhận quy_trình tuyển_dụng ở đây chán thật . trượt nhưng chả thông_báo gì cả,0,1,0,0,0,0,0,0,2,0,0,0,Bravo,5c4329
"phỏng_vấn xong đ có hồi_âm , cho 1 sao là còn nhẹ",0,0,0,0,0,0,0,0,2,0,0,0,Bravo,4f80ad
quy_trình tuyển_dụng siêu_tệ_hại . chưa cần vào làm đã thấy nản_vcđ rồi .,0,0,0,0,0,0,0,0,2,0,0,0,Bravo,8d5068
công_ty như c . vào không hướng_dẫn . đến lúc kiểm_tra thì kêu đéo đạt,0,2,0,0,0,0,0,0,0,0,0,0,Bravo,2c7888
mình thấy công_ty tốt_a phỏng_vấn thoải_mái chia_sẻ kinh_nghiệm . một công_ty tốt để phát_triển nhưng tiếc mình chưa đủ kiến_thức . chúc công_ty ngày_càng thành_công và phát_triển,0,0,0,0,0,0,1,0,1,0,0,0,Bravo,d8bd36
công_ty làm erp nhưng chảnh như công_ty gia_đình chẳng ai muốn vào làm nếu đã có kn,0,0,0,2,0,0,0,0,0,3,0,0,Bravo,02a5b6
công_ty này lúc_nào cũng thấy đăng_tuyển 20 25 người cho từng vị_trí . chả hiểu kiểu gì mà tuyển liên_tục . chắc có vấn_đề,0,0,0,0,0,0,0,0,2,0,0,0,Bravo,e19608
"công_ty này chỉ có thực_tập sinh vào đào_tạo từ đầu bởi_vì đặc_thù rất riêng . giờ mà lỡ có gì muốn đổi job là thôi phải học lại từ đầu . nói_chung công_ty này không có hướng phát_triển khác , làm ở đây thì chỉ làm ở đây mãi thôi .",0,3,0,0,0,0,2,0,0,0,0,0,Bravo,29089
có một sự_thật là không nên làm công_ty làm_việc cả thứ 7,0,0,0,0,0,2,0,0,0,0,0,0,Bravo,33520d
"bao_nhiêu nhân_viên nghỉ_việc sau tết rồi công_ty mà tốt thì tỉ_lệ nghỉ_việc sau tết nó không nhiều như này đâu . những người cũ không chuyển do chưa có cơ_hội tốt thôi . không thay_đổi chính_sách , văn_hóa thì ngày_càng lụi tàn mà thôi",0,0,0,2,0,0,0,2,0,0,2,0,Bravo,56f47a
"công_ty lương thì thấp , việc thì như núi , sếp thì hách_dịch , hr thì thôi khỏi nói , mặt vênh giống mấy em lễ_tân lắm , anh_em tránh xa nhé , không cho được 0 sao không thì cũng cho",2,0,2,0,0,2,0,0,2,0,0,0,Bravo,5a8d2b
bạn nào thích làm coder thì nên vào . còn phát_triển lên kĩ_sư engineer thì nên tìm công_ty khác .,0,0,0,0,0,0,2,0,0,0,0,0,Bravo,60b464
được đào_tạo sql khá ổn . pass thực_tập sẽ được vào thực_tế 1 tháng . sau 1 tháng thì auto lên thử việc 2 tháng . cái 1 tháng thực_tế kia thực_ra được hiểu là thử việc 3 tháng với 1 tháng mức lương parttime .,2,1,0,0,0,0,0,2,0,0,0,0,Bravo,7a48cc
thầy bói rằng công_ty này không sớm thì muộn cũng lụi tàn . làm_ăn toàn đi lỗ_hậu vậy thì sao mà phát_triển được . công_nghệ thì không thay_đổi nổi theo xu_thế . kém cả cách thầy xem voi . thầy phán 01 10 2020,0,0,0,0,0,0,0,0,0,2,2,0,Bravo,acf2e4
"vào thì phải ký hợp_đồng 3 năm , đơn_phương nghỉ thì phạt_phí đào_tạo 300 k 1 giờ nhé các bạn . tầm mười mấy củ chứ mấy . nếu xđ vào đây phải làm lâu_dài chứ không coá chuyện nhảy_việc dễ đâu",0,0,0,0,0,0,0,2,0,0,2,0,Bravo,7a7499
"công_ty như cứt , toàn_chém gió vs bánh_vẽ , vào bắt OT_thí mẹ .",0,0,2,0,0,2,0,0,0,0,0,2,Bstar Solutions,7490
anh_em chịu được áp_lực công_việc 12 tiếng 1 ngày 6 ngày trên tuần lương thấp_sếp củ chuối củ hành thì nên vào nhé .,2,0,2,0,0,2,0,0,0,0,0,0,Bstar Solutions,84465f
"mình mới làm ở công_ty nên chưa đánh_giá gì nhiều , nhưng thấy hr đây cũng nhiệt_tình , văn_phòng cũng tạm được . OT thì công_ty it outsourcing nào mà chả có nhỉ . nên để làm 1 thời_gian , mình review lại .",0,0,0,0,3,3,0,0,1,0,0,0,Bstar Solutions,529c43
"công_ty như shit , nói dóc và xạo_l là giỏi . công_ty không cần người giỏi vào vì sợ sẽ chiếm mất ghế của một quỷ_chúa kém_cỏi cho_nên nó cần người kém_cỏi và biết nghe lời phục_tùng mệnh_lệnh để cho nó ăn thịt .",0,0,2,2,0,0,0,0,0,0,0,0,Bstar Solutions,55f441
"không biết các thánh_nào đã làm ở đây chưa mà chém như đúng rồi . tôi làm ở đây hơn 2 tháng thấy mọi thứ cũng ổn , môi_trường làm_việc thì cũng như công_ty khác . công_ty được cái gái chưa có người_yêu nhiều .",0,0,0,3,0,0,0,0,0,0,0,3,Bstar Solutions,e0442d
"chả hiểu dòng hr công_ty tuyển như_thế_nào mà nói_chuyện kém chuyên_nghiệp , cộc_lốc , thiếu kiến_thức . jd gửi cho itviec 1 đàng , lúc phỏng_vấn ứng_viên bảo jd có yêu_cầu coding mà cv mình nộp không có , nên phỏng_vấn vị_trí khác nha . mình đưa jd it viec thì bảo jd không đúng . đi tìm nhân_viên mà đưa jd không đúng ? hỏi benefit công_ty thì bảo là không biết , bữa sau phỏng_vấn thì có ng khác chuyên_phần đó trả_lời cho ?",0,0,0,0,0,0,0,0,2,0,0,0,Bstar Solutions,88defd
"công_ty thành_lập dc mấy năm mà chính_sách , phúc_lợi cho nhân_viên quá kém , event chán_òm , lương thưởng càng chán hơn . lúc mới vào làm bảo 6 tháng rì viu lương 1 lần vậy_mà hơn 1 năm sau mới có 1 đợt rì_viu lương củ chuối . và nếu không muốn OT_sml thì đừng bao bảo_hiểm dại dột mà vào làm ở team nì_hon gô . trong tuần , cuối tuần đều OT chết bỏ , mà méo có xu nào , cũng không dc bù_phép , tệ hơn là OT mà sếp không mua nổi_ly nước hay miếng đồ_ăn cho nhân_viên luôn . một_số sếp giỏi nhất là chơi kiểu thâm_tình , tâm_sự mỏng xong trở_mặt lật_lọng , hứa thật nhiều thất_hứa cũng thật nhiều . thật kn không ngờ",2,0,2,2,0,2,0,2,0,0,0,0,Bstar Solutions,b7c53e
